IdBibliografia,Autore,Titolo,ISBN,new_authors,new_identifier
767,Pini A. I.,Il comune di Ravenna fra episcopio e aristocrazia cittadina,8831756796,['Raffaele Savigni'],"[{'type': 'OTHER', 'identifier': 'UOM:39015040753173'}]"
768,Pini A. I.,Un castello di secolare frontiera: Bazzano da villaggio fortificato a rocca signorile,,,"[{'type': 'OTHER', 'identifier': 'NWU:35556034717421'}]"
769,Pirondini M.,L'antica rocca di Sassuolo,8885650007,"['Accademia di scienze, lettere e arti']","[{'type': 'OTHER', 'identifier': 'ONB:+Z317200401'}]"
770,"Rambaldi B., da Imola",Benvenuto Rambaldi da Imola. Illustrato nella vita e nelle opere e di lui commento latino sulla Divina Commedia di Dante Alighieri,,['Benvenutus (de Imola)'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105000257746'}]"
771,Politi U.,I porti di Ravenna dall'antichità ad oggi: cenno storico,,['Giovanni Mesini'],"[{'type': 'OTHER', 'identifier': 'NYPL:33433046152736'}]"
772,Polloni A.,Toponomastica Romagnola,,['Antonio Polloni'],"[{'type': 'OTHER', 'identifier': 'UOM:39015066216782'}]"
773,Porisini C.,Mordano e Bubano nela storia,,['Cesare Porisini'],"[{'type': 'OTHER', 'identifier': 'OCLC:955972683'}]"
774,Presi D.,Il castello di Casio,,['Renzo Zagnoni'],"[{'type': 'OTHER', 'identifier': 'OCLC:963879225'}]"
775,Quadri L.,Memorie per la storia di Massa Lombarda,,['Luigi Quadri'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B515987'}]"
776,Quaranta E.,La rocca di Soragna: itinerario e cenni storici,,['Emanuela Kretzulesco-Quaranta'],"[{'type': 'OTHER', 'identifier': 'OCLC:797878898'}]"
777,Racine P.,Alberto Scotto e la fondazione di castel San Giovanni,,,"[{'type': 'OTHER', 'identifier': 'UCLA:L0066437385'}]"
778,Racine P.,Una nuova nobiltà,,['Federico Del Tredici'],"[{'type': 'ISBN_13', 'identifier': '9788891758484'}, {'type': 'ISBN_10', 'identifier': '8891758485'}]"
779,Racine P.,Il declino della mercatura piacentina. Dagli orizzonti internazionali a quelli regionali,,['Autori Vari'],"[{'type': 'ISBN_13', 'identifier': '9788833130491'}, {'type': 'ISBN_10', 'identifier': '8833130495'}]"
780,Ragazzini V.,Modigliana e i conti Guidi in un lodo arbitrale del secolo XIII,,['Vittorio Ragazzini'],"[{'type': 'OTHER', 'identifier': 'OCLC:457453137'}]"
781,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073447'}]"
782,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.. VII,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073447'}]"
783,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.. VIII,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073447'}]"
784,Calzolari M.,"Il territorio mirandolese nel XIII sec.: le curie, i ""castelli"" e i beni comuni dei figli di Manfredi",,['Augustin Calmet'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z171243509'}]"
785,Carreri F.,Memorie storiche dei diritti e delle giurisdizioni dell'abbazia di S. Pietro di Modena,,['Ferruccio Carlo Carreri'],"[{'type': 'OTHER', 'identifier': 'OCLC:876304558'}]"
786,Casamorata C.,Saggi di geografia storica: le mappe forlivesi del Padre Coronelli: contributo alla cartografia storica,,['Cesare Casamorata'],"[{'type': 'OTHER', 'identifier': 'OCLC:57203599'}]"
787,Cerchiari G.,Ristretto storico della città di Imola: diviso in tre parti,,['Giulio Cesare Cerchiari'],"[{'type': 'OTHER', 'identifier': 'IBNR:CR102014978'}]"
788,Ferro G. F.,Istoria dell'antica città di Comacchio scritta dal dottor Gio. Francesco Ferro comacchiese,,['Giovanni Francesco Ferro'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF005710316'}]"
789,Fiori G.,I castelli di Montecanino e Piozzano,,['Claudio Bonora'],"[{'type': 'ISBN_13', 'identifier': '9788848813051'}, {'type': 'ISBN_10', 'identifier': '8848813054'}]"
790,Fontana V.,De instauratione Urbis Ravennae: architettura e urbanistica durante la dominazione veneziana. Atti del Convegno tenuto a Ravenna,,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105010481088'}]"
791,Foschi P.,La valle dell'Idice in età Medievale. Paesaggio ? La tarda età comunale (secolo XIV),,"['Attilio Bartoli Langeli', 'Andrea Giorgi', 'Stefano Moscadelli']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105115348455'}]"
792,Foschi P.,"Organizzazione politica ed ecclesiastica, insediamento ed economia nel territorio...di Ozzano...",,,"[{'type': 'OTHER', 'identifier': 'OCLC:848981897'}]"
793,Foschi U.,Il palazzo del Collegio a San Michele,,['Giuseppe Castellazzi'],"[{'type': 'OTHER', 'identifier': 'UCAL:C2684335'}]"
794,Granello di Casaleto G.,Scopolo,,,"[{'type': 'OTHER', 'identifier': 'ONB:+Z86194904'}]"
795,Da S. Luigi I.,Delizie degli eruditi toscani,,['Ildefonso di San Luigi (fra)'],"[{'type': 'OTHER', 'identifier': 'COLUMBIA:0021800197'}]"
796,Lazzari T.,Le origini della rocca,,,"[{'type': 'OTHER', 'identifier': 'OCLC:956190647'}]"
797,Linguerri P. S.,Cenni storici sulla valle del Senio del notaro in Casola residente Pietro Salvadore Linguerri Ceroni 1828,,['Pietro Salvatore Linguerri Ceroni'],"[{'type': 'OTHER', 'identifier': 'OCLC:963462988'}]"
798,Lodovici M.,La memoria e l'oblio: Serra e Tornano: due comunità dell'Appennino Romagnolo tra passato e presente,,['Dianella Gagliani'],"[{'type': 'OTHER', 'identifier': 'UOM:39015042929680'}]"
799,Lunig J.,Codex Italiae diplomatius,,['Massimo Panebianco'],"[{'type': 'ISBN_10', 'identifier': '8863428522'}, {'type': 'ISBN_13', 'identifier': '9788863428520'}]"
800,Machiavelli N.,Istorie fiorentine,,['Bernardo Segni'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990960005'}]"
801,,"Storia di Ravenna. IV, Dalla dominazione veneziana alla conquista francese",8831760742,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105010481088'}]"
802,Lazzari T.,"""Comitato"" senza città: Bologna e l'aristocrazia del territorio, nei secoli IX-XI",883956151x,['Tiziana Lazzari'],"[{'type': 'ISBN_10', 'identifier': '883956151X'}, {'type': 'ISBN_13', 'identifier': '9788839561510'}]"
803,Lazzari T.,Comunità rurali e potere signorile nell'Appennino bolognese: il dominio dei conti Alberti,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015041018774'}]"
804,Foschi U.,La villa Ginanni-Corradini di Campiano ed altre ville minori della zona,,,"[{'type': 'OTHER', 'identifier': 'UCAL:$C159595'}]"
805,Foschi U.,La torre Albicini di San Pietro in Trento,,['Giordana Trovabene'],"[{'type': 'OTHER', 'identifier': 'UOM:39015050265183'}]"
808,,Statuta Communis Parmae ab anno 1266 ad annum circiter 1304,,,"[{'type': 'OTHER', 'identifier': 'UBBS:UBBS-00070670'}]"
809,Pezzana A.,Storia della città di Parma. I,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0070630033'}]"
810,Pezzana A.,Storia della città di Parma. II,,['Ireneo Affò'],"[{'type': 'OTHER', 'identifier': 'NKP:1002394677'}]"
811,Pezzana A.,Storia della città di Parma. IV,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HNPVIC'}]"
812,"Bellei S., Rovatti E.",Castelli Modenesi della Pianura,,"['Elena Grandi', 'Provincia Modena']","[{'type': 'ISBN_13', 'identifier': '9788878145863'}, {'type': 'ISBN_10', 'identifier': '8878145866'}]"
813,Sanuto M.,Diarii di Marino Sanuto,,['Marino Sanudo'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044058272907'}]"
814,Santini P.,Nuovi documenti dell'antica costituzione del comune di Firenze,,['Pietro Santini'],"[{'type': 'OTHER', 'identifier': 'OCLC:878800515'}]"
815,"Sanudo M., il Giovane",I diarii: 1496-1533: pagine scelte,8873054625,['Marino Sanudo'],"[{'type': 'OTHER', 'identifier': 'NWU:35556030032999'}]"
816,,Il Registrum Magnum del Comune di Piacenza. Documenti n. 1-273,8814002525,,"[{'type': 'OTHER', 'identifier': 'LCCN:85216085'}]"
817,,Il Registrum Magnum del Comune di Piacenza. Documenti n. 274-647,8814007608,['Piacenza (Italy)'],"[{'type': 'OTHER', 'identifier': 'UOM:39015032568654'}]"
818,,Rocche e castelli di Romagna. III,8886946554,['Andrea Fiorini'],"[{'type': 'ISBN_13', 'identifier': '9788878149496'}, {'type': 'ISBN_10', 'identifier': '8878149497'}]"
819,Boccia A.,Viaggio ai monti di Parma,,['Antonio Boccia'],"[{'type': 'OTHER', 'identifier': 'UVA:X002590457'}]"
820,"Bolzani G., Bolzani P.",La rocca Brancaleone a Ravenna: conoscenza e progetto,,"['Giampaolo Bolzani', 'Paolo Bolzani']","[{'type': 'ISBN_10', 'identifier': '8871892356'}, {'type': 'ISBN_13', 'identifier': '9788871892351'}]"
821,Bonacini P.,"Il ""Registrum Comunis Mutine"": 1299: politica e amministrazione corrente del comune di Modena",,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015060581298'}]"
822,Bonoli P.,Istoria della Città di Forlì,,['Paolo Bonoli'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10051583'}]"
823,Bonoli P.,Storia di Forlì scritta da Paolo Bonoli distinta in dodici libri corretta ed arricchita di nuove annotazioni,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005857485'}]"
824,Burchi P.,Regesto degli atti del notaio sarsinate Domenico da Firenzuola (1403-1419),,"['Società di studi romagnoli', 'Paolo Enrico Arias']","[{'type': 'OTHER', 'identifier': 'UCAL:B4583764'}]"
825,Artocchini C.,L'architettura castrense nel contado piacentino,,['Andrea Fiorini'],"[{'type': 'ISBN_13', 'identifier': '9788878149496'}, {'type': 'ISBN_10', 'identifier': '8878149497'}]"
826,Perogalli C.,Castelli e Rocche di Emilia e Romagna,,['Carlo Perogalli'],"[{'type': 'OTHER', 'identifier': 'LCCN:73038574'}]"
827,Capacchi G.,Castelli della collina parmigiana,,['Guglielmo Capacchi'],"[{'type': 'OTHER', 'identifier': 'LCCN:80462754'}]"
828,Capacchi G.,Castelli della montagna parmigiana,,['Guglielmo Capacchi'],"[{'type': 'OTHER', 'identifier': 'LCCN:78339367'}]"
829,Capacchi G.,Castelli della pianura parmigiana,,['Guglielmo Capacchi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105031509347'}]"
830,Castagnoli P. ?,La signoria di Galeazzo Visconti 1313-1322,,,"[{'type': 'OTHER', 'identifier': 'NWU:35556032611691'}]"
831,Castagnoli P.,Il governo del legato pontificio cardinale Bertrando del Poggeto 1322-1336,,,"[{'type': 'OTHER', 'identifier': 'NWU:35556032611691'}]"
832,Cencetti G.,L'autenticità di alcuni privilegi della Chiesa ravennate e la giurisdizione sull'abbazia di S. Ellero in Galeata,,['Giorgio Cencetti'],"[{'type': 'OTHER', 'identifier': 'OCLC:493563669'}]"
833,Cavalcanti G.,Istorie fiorentine,,['Bernardo Segni'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990960005'}]"
834,Cherubini G.,Una comunità dell'Appennino dal XIII al XV secolo:  Montecoronaro dalla signoria dell'abbazia del Trivio al dominio di Firenze,,['Giovanni Cherubini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105041432639'}]"
835,Cristiani E.,Una vicenda dell'eredità matildina nel contado bolognese: il feudo dei nobili Andalò sulla pieve,,['Emilio Cristiani'],"[{'type': 'OTHER', 'identifier': 'OCLC:878634152'}]"
836,Mini G.,"La Romagna toscana: notizie geografiche, storiche, industriali e commerciali",,"['Giovanni Mini', 'Pompeo Nadiani']","[{'type': 'OTHER', 'identifier': 'OCLC:700315517'}]"
837,Mita D.,Sull'origine e sulle gesta della famiglia Ceroni,,"['Francesco Zambrini', 'Giosuè Carducci']","[{'type': 'OTHER', 'identifier': 'UOM:39015067392400'}]"
839,Mittarelli G. B.,Ad scriptores rerum italicarum cl. Muratorii accessiones Faventinae,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005790620'}]"
840,Molossi L.,"Vocabolario topografico dei ducati di Parma, Piacenza e Guastalla",,['Lorenzo Molossi'],"[{'type': 'OTHER', 'identifier': 'UCAL:B2793557'}]"
841,Muratori L. A.,Delle antichità estensi ed italiane,,['Lodovico Antonio Muratori'],"[{'type': 'OTHER', 'identifier': 'BCUL:1092626710'}]"
842,Musso G.,Chronicon Placentinum ab anno CCXXII ad annum MCCCII,,['Daniele Andreozzi'],"[{'type': 'OTHER', 'identifier': 'UOM:39015035023038'}]"
843,Luxardo de Franchi N.,Il castello di monte Corneto in val di Ceno,,['Fabio Saggioro'],"[{'type': 'ISBN_13', 'identifier': '9788892850651'}, {'type': 'ISBN_10', 'identifier': '8892850652'}]"
844,Novelli L.,Due monasteri dedicati agli apostoli Pietro e Paolo nelle diocesi di Ravenna e Rimini,,['Giuseppe Vaccarini'],"[{'type': 'ISBN_13', 'identifier': '9788869272561'}, {'type': 'ISBN_10', 'identifier': '8869272567'}]"
845,Ferri A.,Genealogie delle famiglie nobili imolesi,,,"[{'type': 'OTHER', 'identifier': 'WISC:89100040328'}]"
846,Fasano Guarini E.,Lo Stato mediceo di Cosimo I,,['Elena Fasano Guarini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015026679822'}]"
847,Foschi P.,"La famiglia dei conti di Panico, una signoria feudale fra Toscana ed Emilia",,['Edoardo Manarini'],"[{'type': 'ISBN_13', 'identifier': '9788855260114'}, {'type': 'ISBN_10', 'identifier': '8855260111'}]"
848,Casamorata C.,Il castello di Casamurata,,['Cesare Casamorata'],"[{'type': 'OTHER', 'identifier': 'OCLC:887235979'}]"
849,Casamorata C.,Il castello di Casamurata,,['Cesare Casamorata'],"[{'type': 'OTHER', 'identifier': 'OCLC:887235979'}]"
850,Casamorata C.,Il castello di Casamurata,,['Cesare Casamorata'],"[{'type': 'OTHER', 'identifier': 'OCLC:887235979'}]"
851,Casini L.,Il contado bolognese durante il periodo comunale (secoli XII-XV),,['Luigi Casini'],"[{'type': 'OTHER', 'identifier': 'CHI:42787520'}]"
852,Lami G.,Sanctae Ecclesiae Florentinae Monumenta,,['Giovanni Lami'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z164860108'}]"
853,Pasolini P. D.,La battaglia di Ravenna: 11 aprile 1512,,"['Eraldo Baldini', 'Norino Cani', 'Pietro Compagni', 'Girolamo Rossi']","[{'type': 'ISBN_10', 'identifier': '888063710X'}, {'type': 'ISBN_13', 'identifier': '9788880637103'}]"
854,Pasolini P. D.,Memorie storiche della famiglia Rasponi: lettera di Pietro Desiderio Pasolini alla sorella Angelica Rasponi dalle Teste,,['conte Pier Desiderio Pasolini'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990955747'}]"
855,Pasolini P. D.,Documenti riguardanti antiche relazioni fra Venezia e Ravenna,,['Pi.Des Pasolini'],"[{'type': 'OTHER', 'identifier': 'OCLC:69434825'}]"
856,Ricci C.,Guida di Ravenna,,['Gaspare Ribuffi'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044082263070'}]"
857,Ricci C.,Guida di Ravenna,,['Gaspare Ribuffi'],"[{'type': 'OTHER', 'identifier': 'HARVARD:32044082263070'}]"
858,Ricci C.,Il palazzo di Guido Novello da Polenta in Ravenna,,['Corrado Ricci'],"[{'type': 'OTHER', 'identifier': 'OCLC:886487495'}]"
859,Ricci C.,Per la storia della rocca di Ravenna: Il leone di Marino Cedrini,,"[""Istituto nazionale di archeologia e storia dell'arte (Italy)""]","[{'type': 'OTHER', 'identifier': 'UOM:39015005906345'}]"
860,Foschi U.,Cervia e i Malatesta,,['Umberto Foschi'],"[{'type': 'OTHER', 'identifier': 'OCLC:963261558'}]"
861,Foschi U.,La dominazione veneta su Cervia,,['Umberto Foschi'],"[{'type': 'OTHER', 'identifier': 'OCLC:1296772361'}]"
862,"De Adam S., da Parma",Cronaca,,['Antonio Franchini'],"[{'type': 'ISBN_13', 'identifier': '9788831740876'}, {'type': 'ISBN_10', 'identifier': '8831740873'}]"
863,"De Adam S., da Parma",Cronica: nuova edizione critica,,['Pietro G. Beltrami'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105115390127'}]"
864,"De Adam S., da Parma",Cronica Fratris Salimbene de Adam Ordinis Minorum edidit Oswaldus Holder-Egger,,['Autori Vari'],"[{'type': 'ISBN_13', 'identifier': '9791254697955'}]"
865,"Salavolti O., Soragna A.",Cenni storici sugli antichi pievati e castelli della diocesi parmense,,,"[{'type': 'OTHER', 'identifier': 'UCAL:$B518982'}]"
866,Mazzotti M.,La Chiesa di Santa Maria in Porto Fuori: scritti editi ed inediti,,"['Mario Mazzotti', 'Eugenio Russo']","[{'type': 'OTHER', 'identifier': 'LCCN:93179500'}]"
867,Merlini F.,31 maggio 1493: Caterina Sforza commissionò la rocca di Bubano,,['François Guichardin'],"[{'type': 'OTHER', 'identifier': 'OCLC:490977981'}]"
868,Merlini F.,Bergullo: proprio 800 anni or sono i suoi abitanti ingrandirono Imola,,,
869,Merlini F.,Cantalupo: ieri Pieve di S. Apollinare e Castello di Acquaviva,,['Enrica Zambelli'],"[{'type': 'OTHER', 'identifier': 'UOM:39015049674958'}]"
870,Merlini F.,Castel d'Albore e la fondazione di Castel S. Pietro,,['Anna Laura Trombetti Budriesi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105115338001'}]"
871,Merlini F.,Castrum S. Cassiani,,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105121189984'}]"
872,Merlini F.,C'era una volta il castello di Lavhatura di Barleto,,"['Giusi Quarenghi', 'Donata Montanari']","[{'type': 'ISBN_10', 'identifier': '8882901858'}, {'type': 'ISBN_13', 'identifier': '9788882901851'}]"
873,,"Insediamento storico e beni culturali: montagna bolognese: tavolette di Loiano, Montepastore, Sasso Marconi, Vergato: ricerche e rilevamenti storico-territoriali",,"['Istituto per i beni artistici, culturali e naturali della Regione Emilia-Romagna', 'Sergio Venturi', 'Marina Foschi', 'Anna Maria Brizzolara', 'Paola Casagrande']","[{'type': 'OTHER', 'identifier': 'OCLC:636109328'}]"
874,Fiandrini B.,Annali Ravennati dalla fondazione della città alla fine del secolo XVIII,,,"[{'type': 'OTHER', 'identifier': 'HARVARD:32044106307663'}]"
875,De Lorenzi P.,Le mura di Ravenna: le sue porte e la Rocca Brancaleone,,['Paolo De Lorenzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:15748323'}]"
876,Drei G.,I Farnese: grandezza e decadenza di una dinastia italiana,,['Giovanni Drei'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105041436069'}]"
880,Dall'Aglio I.,La diocesi di Parma,,"[""Italo Dall'Aglio""]","[{'type': 'OTHER', 'identifier': 'OCLC:83618594'}]"
881,Cattelani R.,I Comuni del Parmense,,['Remo Cattelani'],"[{'type': 'OTHER', 'identifier': 'IND:39000001230395'}]"
882,Dall'Aglio I.,Le valli dell'Appennino Parmense nella storia e nel canto dei poeti,,"[""Italo Dall'Aglio""]","[{'type': 'OTHER', 'identifier': 'OCLC:165066795'}]"
883,Foschi U.,Le famiglie Grossi e Bonanzi-Rasponi,,['Primo Uccellini'],"[{'type': 'OTHER', 'identifier': 'UCAL:C2529263'}]"
884,Fiori G.,"I Malaspina: castelli e feudi nell'Oltrepò Piacentino, Pavese, Tortonese",,['Giorgio Fiori'],"[{'type': 'OTHER', 'identifier': 'UOM:39015041044853'}]"
885,,Corpus Chronicorum Bononiensium,,['Albano Sorbelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:631958226'}]"
886,,Corpus Chronicorum Bononiensium,,['Albano Sorbelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:631958226'}]"
888,Campi P. M.,Dell'historia ecclesiastica di Piacenza. I,,['Pietro Maria Campi'],"[{'type': 'OTHER', 'identifier': 'IBNN:BNA01001470234'}]"
889,Iannucci A. M.,Rocca Brancaleone,,['Maurizio Mauro'],"[{'type': 'ISBN_10', 'identifier': '888733708X'}, {'type': 'ISBN_13', 'identifier': '9788887337082'}]"
890,Hessel A.,Storia della città di Bologna dal 1116 al 1280,,['Alfred Hessel'],"[{'type': 'OTHER', 'identifier': 'OCLC:797379212'}]"
891,Rosetti E.,La Romagna: geografia e storia,,['Emilio Rosetti'],"[{'type': 'OTHER', 'identifier': 'SRLF:D0000087528'}]"
892,Ricci L.,"Corografia dei territori di Modena, Reggio, e degl altri stati appartenenti alla casa d'Este",,['Lodovico Ricci'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10052382'}]"
893,"Riccobaldo, da Ferrara",Ricobaldi Ferrariensis Compilatio chronologica,,['Riccobaldus (Ferrariensis.)'],"[{'type': 'OTHER', 'identifier': 'UOM:39015055464229'}]"
894,Righetti L.,Appunti e rilevamenti su alcuni torrioni e castelli medioevali della val Bisenzio,,['Carlo Ciucciovino'],"[{'type': 'OTHER', 'identifier': 'UOM:39015073979331'}]"
895,Righi B.,Annali della città di Faenza,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005692599'}]"
896,Foschi P.,I castelli montani del Comune di Bologna fra XIII e XIV secolo,,,"[{'type': 'ISBN_13', 'identifier': '9788878144460'}, {'type': 'ISBN_10', 'identifier': '8878144460'}]"
897,Foschi P.,Il territorio bolognese durante l'alto Medioevo (secoli VI-X),,['Domenico Cerami'],"[{'type': 'OTHER', 'identifier': 'UOM:39015060655076'}]"
898,Foschi U.,Case e famiglie della Vecchia Ravenna,,['Umberto Foschi'],"[{'type': 'OTHER', 'identifier': 'OCLC:81313541'}]"
